Library_Name,URL,Address,Business_Hour,Phone_Number
莱美姿美学工作室,https://www.dianping.com/shop/H4IZPe1vB8Y5E2iV,准格尔南路伊欢小区-北区,,
绘本生活馆,https://www.dianping.com/shop/l2g0iKPNuCsR0y6d,丽景广场三楼A区,,15149483012
童优悠儿童馆,https://www.dianping.com/shop/G5wrjH5B5syrS6Ai,华宇名门小区西门北侧底商,周一至周日 10:00-22:00,15661068262
知阅儿童绘本馆(布日都路店),https://www.dianping.com/shop/H6aMuN7qFeZ1ViVD,布日都路与苏里格街交叉口西南120米,,
老约翰绘本馆(库布其大街店),https://www.dianping.com/shop/k5h01RwVUkaaYCNh,日月轩C区14号楼108底商,,15547760809
东胜区兰可琪绘本馆(郝家圪卜路店),https://www.dianping.com/shop/H8Dssmb3ok06FsH3,内蒙古天誉国宝16号底商101商铺,秋季、冬季 周二至周日 08:30-12:00 15:00-19:00,15049451925
萌卡纳亲子绘本馆,https://www.dianping.com/shop/k7WVkmXvmyq82SQV,新奥嘉园南门5号底商,周二至周日 08:30-19:00,15049487781
